airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
United,340,New York,Los Angeles,2,15,5,24,8,394
American Airlines,335,Los Angeles,Miami,2,55,5,23,3,306
American Airlines,313,Los Angeles,San Francisco,2,18,5,27,1,371
United,273,Los Angeles,New York,0,32,6,27,10,314
United,255,Chicago,New York,2,22,6,1,12,360
United,413,New York,Los Angeles,2,31,6,9,6,350
American Airlines,318,San Francisco,Chicago,1,45,1,20,2,377
United,403,Los Angeles,Miami,2,36,4,12,1,333
American Airlines,271,Los Angeles,Chicago,0,51,5,2,3,329
American Airlines,434,San Francisco,Chicago,2,19,6,7,4,313
American Airlines,258,Miami,San Francisco,1,52,5,4,5,392
United,311,Los Angeles,San Francisco,0,32,4,2,2,324
United,299,Chicago,New York,2,39,2,15,5,345
American Airlines,277,Chicago,Los Angeles,0,26,6,20,10,344
American Airlines,342,Los Angeles,San Francisco,2,33,5,14,9,341
Delta,424,Chicago,New York,2,40,3,17,10,367
American Airlines,257,San Francisco,New York,0,24,5,2,3,341
Delta,305,Chicago,Miami,2,29,4,12,7,342
United,369,New York,Chicago,1,22,5,20,7,388
American Airlines,304,New York,Los Angeles,2,26,6,13,10,386
Delta,299,Chicago,New York,2,60,5,1,6,339
American Airlines,282,San Francisco,Chicago,2,29,3,25,7,408
Delta,395,San Francisco,Los Angeles,2,56,2,29,5,396
Delta,314,Miami,New York,0,57,5,23,3,348
American Airlines,430,Miami,San Francisco,0,21,3,5,9,345
American Airlines,362,New York,Miami,1,33,3,17,10,395
United,270,Los Angeles,San Francisco,1,31,2,3,1,293
American Airlines,361,San Francisco,New York,1,52,5,28,9,381
American Airlines,283,Miami,Los Angeles,1,32,3,29,2,317
Delta,435,Miami,Los Angeles,1,49,1,28,5,386
American Airlines,436,Los Angeles,New York,2,22,5,6,7,385
Delta,358,Chicago,New York,1,38,4,18,10,396
American Airlines,373,New York,San Francisco,2,21,2,8,5,330
Delta,268,San Francisco,Chicago,2,29,3,12,12,328
Delta,444,Chicago,New York,2,60,6,14,7,406
American Airlines,382,San Francisco,Miami,2,59,1,1,10,360
American Airlines,303,San Francisco,Miami,0,60,3,4,7,425
American Airlines,284,Los Angeles,Chicago,0,26,0,26,8,316
United,400,San Francisco,Chicago,0,56,5,15,6,391
American Airlines,383,San Francisco,New York,0,46,4,15,11,330
American Airlines,402,Miami,San Francisco,1,58,4,27,9,335
American Airlines,434,New York,San Francisco,0,28,2,1,5,359
American Airlines,427,Chicago,Miami,0,45,0,20,5,402
Delta,399,San Francisco,Chicago,1,42,3,19,12,300
United,434,San Francisco,Chicago,0,36,2,14,2,363
American Airlines,336,Chicago,San Francisco,0,55,1,16,7,398
American Airlines,353,Los Angeles,New York,0,51,5,8,6,400
United,256,New York,Los Angeles,0,17,0,28,10,326
United,306,New York,Chicago,1,57,5,15,6,373
United,263,Los Angeles,San Francisco,1,34,3,4,1,350
United,399,Los Angeles,New York,0,28,2,13,11,307
United,351,Los Angeles,New York,2,13,4,28,6,374
American Airlines,366,Miami,San Francisco,1,31,4,8,11,316
Delta,263,Chicago,Miami,1,37,6,8,9,336
United,298,Los Angeles,New York,1,23,0,15,7,347
American Airlines,385,Los Angeles,Miami,1,28,6,24,11,398
United,299,New York,Miami,1,22,5,14,9,372
Delta,418,San Francisco,Los Angeles,1,51,0,18,3,346
American Airlines,343,San Francisco,New York,2,27,5,6,7,379
United,339,Chicago,Miami,0,51,5,12,10,359
American Airlines,445,Chicago,New York,0,48,6,5,5,315
Delta,353,Los Angeles,San Francisco,0,51,5,28,12,314
American Airlines,413,Los Angeles,Miami,0,31,3,28,11,429
American Airlines,309,San Francisco,New York,2,28,0,29,7,373
Delta,306,Los Angeles,Chicago,1,34,2,2,10,365
United,327,Chicago,Los Angeles,2,55,6,28,4,365
American Airlines,267,Los Angeles,Chicago,2,21,6,12,5,394
American Airlines,313,Los Angeles,Chicago,1,13,5,12,10,372
American Airlines,371,New York,Miami,0,11,4,17,5,377
American Airlines,317,San Francisco,Miami,0,17,2,18,9,395
United,328,Miami,Chicago,2,40,5,15,6,397
American Airlines,254,Los Angeles,Chicago,0,13,2,23,10,334
American Airlines,436,Chicago,Miami,1,43,2,31,1,375
Delta,414,Chicago,San Francisco,2,37,5,6,4,317
American Airlines,279,New York,Chicago,0,31,5,4,5,378
United,431,San Francisco,Miami,2,32,4,19,7,394
American Airlines,340,New York,Chicago,2,49,6,30,6,359
American Airlines,403,Los Angeles,Miami,2,29,0,1,7,393
Delta,261,Miami,Chicago,2,42,5,27,7,374
United,347,New York,Los Angeles,0,20,1,5,3,380
American Airlines,422,Los Angeles,Chicago,0,48,3,19,9,371
United,435,Miami,Chicago,2,41,5,13,7,354
United,253,Chicago,San Francisco,2,10,1,29,10,350
United,438,Los Angeles,New York,0,16,6,11,2,388
Delta,399,Miami,San Francisco,1,36,2,17,4,376
Delta,327,Chicago,San Francisco,0,50,6,4,8,342
American Airlines,258,Chicago,Los Angeles,0,55,4,9,2,314
United,277,New York,Chicago,2,59,5,9,3,331
American Airlines,279,San Francisco,New York,0,51,2,3,1,333
American Airlines,297,New York,San Francisco,1,32,2,28,2,307
United,345,Miami,New York,1,15,0,18,3,361
Delta,369,San Francisco,Los Angeles,2,51,2,10,1,301
Delta,394,New York,San Francisco,1,30,1,16,7,407
American Airlines,393,Chicago,New York,2,56,3,27,6,388
United,274,New York,Miami,1,33,6,11,8,405
American Airlines,321,Los Angeles,San Francisco,2,33,2,12,6,405
Delta,379,New York,Miami,0,58,0,20,5,336
United,298,Miami,Los Angeles,2,49,0,4,11,366
American Airlines,434,New York,San Francisco,2,56,1,20,8,342
Delta,309,Chicago,Miami,2,48,4,16,8,369
United,300,Chicago,San Francisco,0,16,3,8,8,376
Delta,420,San Francisco,Los Angeles,0,19,6,23,6,354
American Airlines,329,Chicago,Miami,1,28,6,3,3,302
United,402,Miami,Los Angeles,0,44,6,22,9,341
American Airlines,328,Los Angeles,San Francisco,1,33,5,9,11,308
American Airlines,312,New York,San Francisco,1,36,2,17,7,414
Delta,294,New York,San Francisco,1,27,1,26,3,345
Delta,394,New York,Miami,0,42,0,25,11,345
Delta,366,Miami,New York,1,24,2,6,11,394
Delta,287,Chicago,San Francisco,0,44,0,9,9,354
American Airlines,322,New York,Chicago,0,48,4,30,8,414
United,356,Los Angeles,New York,2,32,2,14,8,400
United,276,New York,Los Angeles,1,27,6,31,3,346
Delta,328,Los Angeles,San Francisco,2,10,1,8,10,393
American Airlines,375,Miami,Los Angeles,1,24,4,11,10,332
American Airlines,412,Miami,Chicago,0,27,2,18,12,354
Delta,349,Los Angeles,Chicago,1,36,5,16,3,346
Delta,320,New York,Los Angeles,2,22,5,14,9,374
American Airlines,321,New York,Chicago,1,59,5,3,8,385
American Airlines,421,Los Angeles,Chicago,1,48,3,19,9,332
United,317,Miami,New York,0,24,4,12,4,379
American Airlines,296,Chicago,Miami,2,17,0,21,10,359
American Airlines,361,Miami,Chicago,0,52,5,11,5,330
American Airlines,343,Los Angeles,San Francisco,2,17,6,21,4,383
American Airlines,319,Miami,Chicago,2,56,1,23,7,331
United,342,Los Angeles,San Francisco,0,10,2,3,7,370
Delta,273,San Francisco,Los Angeles,1,59,0,25,3,359
Delta,297,San Francisco,Los Angeles,2,41,1,5,11,397
American Airlines,424,Miami,Los Angeles,2,55,5,14,12,341
American Airlines,370,Los Angeles,Chicago,0,43,2,4,12,378
Delta,263,Chicago,Miami,2,26,2,13,3,306
United,296,Miami,Chicago,0,55,5,16,11,371
American Airlines,306,Miami,Chicago,2,42,6,17,11,341
United,286,New York,San Francisco,0,14,6,4,2,312
Delta,306,San Francisco,Los Angeles,1,41,5,19,10,309
United,433,Miami,Chicago,0,44,2,30,10,350
United,371,Chicago,New York,2,16,6,26,5,369
Delta,403,Chicago,Miami,2,57,2,25,9,335
American Airlines,359,Miami,Chicago,1,49,2,27,3,302
United,293,New York,Chicago,1,28,6,14,7,334
United,291,San Francisco,Los Angeles,0,60,4,27,12,336
Delta,413,Miami,New York,2,35,6,24,11,306
United,314,San Francisco,Miami,2,34,0,8,1,364
American Airlines,374,Miami,New York,1,32,0,1,7,330
United,292,Los Angeles,Chicago,1,34,3,18,4,324
American Airlines,261,Chicago,Miami,2,32,1,25,6,387
Delta,327,San Francisco,New York,1,13,0,22,7,414
American Airlines,352,San Francisco,Miami,2,42,1,11,6,410
Delta,279,San Francisco,Chicago,0,53,5,17,8,324
United,255,New York,Miami,2,35,5,31,8,327
Delta,369,New York,San Francisco,2,40,4,13,9,335
Delta,400,New York,Chicago,2,60,5,12,10,340
United,357,Chicago,Miami,1,54,1,5,3,301
United,273,Miami,Chicago,1,27,4,13,9,326
United,394,Los Angeles,Miami,2,16,5,3,2,318
United,383,Chicago,San Francisco,0,57,3,13,6,356
Delta,432,Los Angeles,New York,2,28,2,23,10,311
United,340,Los Angeles,New York,1,58,1,9,1,374
United,439,New York,San Francisco,0,60,2,23,10,389
United,296,Chicago,Los Angeles,0,18,0,4,11,379
American Airlines,329,Chicago,San Francisco,0,42,5,25,5,397
Delta,300,San Francisco,Miami,1,38,2,17,7,355
United,285,Miami,Chicago,0,13,6,28,7,363
Delta,261,San Francisco,Miami,0,28,6,15,12,308
United,416,San Francisco,New York,2,18,0,25,3,336
American Airlines,295,San Francisco,Miami,1,30,5,23,3,337
American Airlines,268,San Francisco,Miami,0,13,2,31,7,370
United,420,Chicago,Los Angeles,2,16,6,3,3,357
American Airlines,447,New York,Chicago,1,30,1,14,5,374
United,275,Miami,New York,2,45,0,8,7,417
American Airlines,413,Chicago,Miami,0,52,1,12,3,322
American Airlines,313,Chicago,San Francisco,1,41,2,19,6,365
Delta,445,New York,San Francisco,2,57,0,19,8,400
American Airlines,296,San Francisco,Los Angeles,0,24,6,18,2,367
United,412,Miami,Chicago,0,17,3,12,12,306
United,370,Chicago,Los Angeles,1,10,3,15,2,307
American Airlines,388,New York,Chicago,1,57,1,29,10,395
Delta,432,Chicago,San Francisco,1,48,5,28,9,401
United,426,San Francisco,Chicago,0,15,0,15,1,342
Delta,271,Los Angeles,Miami,0,39,4,16,2,339
American Airlines,272,Miami,Los Angeles,2,31,2,1,5,337
United,395,Chicago,Miami,0,55,2,27,3,321
Delta,295,Chicago,Los Angeles,2,59,6,7,1,298
United,418,Miami,San Francisco,1,49,3,18,1,342
American Airlines,366,Miami,Chicago,1,25,3,18,7,370
United,438,New York,Chicago,2,51,3,25,7,340
Delta,382,Los Angeles,Chicago,0,21,5,24,2,348
Delta,430,New York,Chicago,2,14,1,28,5,335
American Airlines,318,New York,Los Angeles,0,35,3,22,2,305
United,262,Miami,Los Angeles,0,52,3,14,11,349
American Airlines,305,San Francisco,Los Angeles,1,32,2,3,4,378
Delta,295,New York,Los Angeles,0,43,0,19,2,341
Delta,440,Los Angeles,San Francisco,2,39,6,1,9,404
United,374,Miami,New York,1,31,3,28,11,420
Delta,295,Chicago,New York,1,37,3,5,9,390
American Airlines,429,San Francisco,Miami,0,32,6,16,6,413
American Airlines,354,Los Angeles,New York,0,57,3,19,9,323
United,412,Chicago,San Francisco,2,58,5,30,3,386
American Airlines,344,San Francisco,Los Angeles,1,32,6,7,7,375
American Airlines,283,Miami,San Francisco,2,49,5,13,4,361
American Airlines,272,San Francisco,Miami,0,39,5,28,9,333
United,279,San Francisco,Los Angeles,2,28,1,31,12,354
Delta,378,Los Angeles,Miami,1,37,4,2,8,386
Delta,375,San Francisco,Los Angeles,0,14,3,4,4,362
United,321,Los Angeles,Miami,2,57,1,20,2,375
American Airlines,449,New York,San Francisco,1,32,6,18,2,344
Delta,391,Chicago,Miami,1,31,6,6,10,399
United,446,San Francisco,Los Angeles,1,27,5,10,2,299
Delta,445,New York,Los Angeles,2,13,0,29,4,365
American Airlines,425,New York,Chicago,1,59,5,6,7,413
Delta,278,Miami,Chicago,2,41,3,3,10,317
American Airlines,268,Chicago,Miami,2,34,6,17,3,306
Delta,413,Los Angeles,San Francisco,0,17,4,25,10,350
Delta,413,Los Angeles,San Francisco,0,25,0,17,6,367
Delta,425,Los Angeles,Chicago,1,16,3,4,4,366
Delta,296,San Francisco,Los Angeles,0,25,5,27,1,361
United,365,San Francisco,Los Angeles,1,14,3,15,2,305
United,407,San Francisco,Miami,0,15,2,17,1,296
Delta,319,Chicago,New York,2,42,3,7,3,362
Delta,416,Los Angeles,Miami,0,41,3,29,2,372
Delta,427,Chicago,Miami,1,54,2,18,12,296
American Airlines,324,Chicago,New York,2,34,0,22,1,309
American Airlines,281,Los Angeles,Chicago,2,49,3,16,5,381
American Airlines,346,Miami,Los Angeles,0,19,6,8,9,334
American Airlines,338,New York,Chicago,2,51,1,15,10,379
American Airlines,420,Chicago,Los Angeles,1,39,1,30,4,396
Delta,437,New York,Miami,2,50,1,20,8,391
Delta,305,San Francisco,Miami,1,47,3,7,3,375
Delta,364,San Francisco,New York,1,48,6,17,3,310
American Airlines,294,San Francisco,Chicago,0,39,5,16,3,341
United,398,Los Angeles,San Francisco,2,55,3,22,2,332
United,401,Miami,New York,0,57,1,17,9,404
Delta,449,Miami,New York,2,16,3,2,5,333
United,402,Miami,San Francisco,1,25,2,31,7,417
United,425,Miami,Chicago,1,57,5,10,8,379
American Airlines,259,New York,San Francisco,0,38,3,13,6,341
Delta,428,Miami,Los Angeles,0,35,4,27,12,341
American Airlines,326,Chicago,Miami,2,60,1,12,3,343
American Airlines,322,Miami,New York,0,56,3,4,1,334
American Airlines,347,San Francisco,New York,2,11,3,21,3,332
United,304,Los Angeles,New York,2,59,2,25,9,373
United,379,San Francisco,Chicago,2,42,1,7,5,353
United,446,Chicago,Miami,1,25,1,2,1,358
United,273,Miami,Chicago,1,39,4,1,11,328
United,372,San Francisco,Chicago,1,48,6,29,9,399
Delta,341,Los Angeles,Miami,2,51,4,20,12,391
American Airlines,330,New York,Miami,1,51,0,11,11,353
American Airlines,343,New York,San Francisco,2,34,1,24,12,369
United,428,Los Angeles,Miami,1,27,1,13,8,329
United,399,New York,Miami,0,29,2,10,7,380
United,422,Miami,New York,1,36,1,26,11,357
Delta,283,New York,San Francisco,0,48,1,29,10,397
United,429,San Francisco,Chicago,0,50,3,1,8,408
Delta,262,New York,Miami,0,37,2,4,12,389
American Airlines,395,New York,Los Angeles,1,29,6,25,8,346
American Airlines,253,New York,Chicago,0,41,6,17,11,301
American Airlines,387,Chicago,Los Angeles,0,32,0,9,9,336
United,261,Miami,Chicago,2,28,0,26,8,349
American Airlines,379,New York,Miami,0,32,2,20,11,378
