airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
IndiGo,50,COK,TRV,0,0,2,24,4,5385
Air India,440,COK,TRV,1,0,2,24,4,8467
Air India,665,COK,TRV,1,0,2,24,4,8467
Air India,730,COK,TRV,1,0,2,24,4,8467
Air India,1460,COK,TRV,1,0,2,24,4,8467
Air India,1170,COK,TRV,1,0,2,24,4,8467
Air India,1375,COK,TRV,1,0,2,24,4,8866
Air India,720,COK,TRV,1,0,2,24,4,10620
Air India,1430,COK,TRV,1,0,2,24,4,11013
Air India,565,COK,TRV,1,0,2,24,4,15129
Air India,1640,COK,TRV,1,0,2,24,4,15129
Air India,1315,COK,TRV,1,0,2,24,4,15129
Air India,1680,COK,TRV,1,0,2,24,4,15129
Air India,1010,COK,TRV,2,0,2,24,4,16826
Air India,1010,COK,TRV,2,0,2,24,4,16931
Air India,685,COK,TRV,2,0,2,24,4,16931
Air India,1720,COK,TRV,2,0,2,24,4,17219
Air India,1720,COK,TRV,2,0,2,24,4,17324
Air India,1395,COK,TRV,2,0,2,24,4,17324
Air India,2125,COK,TRV,2,0,2,24,4,17324
Air India,2125,COK,TRV,2,0,2,24,4,17324
Air India,1720,COK,TRV,2,0,2,24,4,17849
Air India,1395,COK,TRV,2,0,2,24,4,17849
Air India,2125,COK,TRV,2,0,2,24,4,17849
Air India,2125,COK,TRV,2,0,2,24,4,17849
Air India,2090,COK,TRV,2,0,2,24,4,18033
Air India,1800,COK,TRV,2,0,2,24,4,18033
Air India,2165,COK,TRV,2,0,2,24,4,18033
Air India,1295,COK,TRV,2,0,2,24,4,18033
Air India,1660,COK,TRV,2,0,2,24,4,18033
Air India,1720,COK,TRV,2,0,2,24,4,18563
Air India,1395,COK,TRV,2,0,2,24,4,18563
Air India,2125,COK,TRV,2,0,2,24,4,18563
Air India,1010,COK,TRV,2,0,2,24,4,18695
Air India,1010,COK,TRV,2,0,2,24,4,18962
Air India,1720,COK,TRV,2,0,2,24,4,19088
Air India,1720,COK,TRV,2,0,2,24,4,19088
Air India,1720,COK,TRV,2,0,2,24,4,19088
Air India,1395,COK,TRV,2,0,2,24,4,19088
Air India,1395,COK,TRV,2,0,2,24,4,19088
Air India,2125,COK,TRV,2,0,2,24,4,19088
Air India,2125,COK,TRV,2,0,2,24,4,19088
Air India,2125,COK,TRV,2,0,2,24,4,19088
Air India,1720,COK,TRV,2,0,2,24,4,19214
Air India,1015,COK,TRV,2,0,2,24,4,19293
Air India,2125,COK,TRV,2,0,2,24,4,19298
Air India,1015,COK,TRV,2,0,2,24,4,19503
Air India,2090,COK,TRV,2,0,2,24,4,19503
Air India,725,COK,TRV,2,0,2,24,4,19503
Air India,1800,COK,TRV,2,0,2,24,4,19503
Air India,2090,COK,TRV,2,0,2,24,4,19682
Air India,1350,COK,TRV,2,0,2,24,4,20180
Air India,1715,COK,TRV,2,0,2,24,4,20180
Air India,1015,COK,TRV,2,0,2,24,4,20553
Air India,2090,COK,TRV,2,0,2,24,4,20553
Air India,2090,COK,TRV,2,0,2,24,4,20553
Air India,725,COK,TRV,2,0,2,24,4,20553
Air India,1800,COK,TRV,2,0,2,24,4,20553
Air India,2165,COK,TRV,2,0,2,24,4,20553
Air India,2165,COK,TRV,2,0,2,24,4,20763
Air India,2165,COK,TRV,2,0,2,24,4,20763
Air India,1295,COK,TRV,2,0,2,24,4,20763
Air India,1660,COK,TRV,2,0,2,24,4,20763
Air India,1660,COK,TRV,2,0,2,24,4,20763
Air India,1660,COK,TRV,2,0,2,24,4,20973
Air India,755,COK,TRV,1,0,2,24,4,21429
Air India,1120,COK,TRV,1,0,2,24,4,21429
Air India,2125,COK,TRV,2,0,2,24,4,21524
Air India,650,COK,TRV,2,0,2,24,4,22128
Air India,1015,COK,TRV,2,0,2,24,4,22128
Air India,1015,COK,TRV,2,0,2,24,4,22128
Air India,725,COK,TRV,2,0,2,24,4,22128
Air India,1295,COK,TRV,2,0,2,24,4,22391
Air India,1660,COK,TRV,2,0,2,24,4,22391
Air India,1350,COK,TRV,2,0,2,24,4,22910
Air India,1715,COK,TRV,2,0,2,24,4,22910
Air India,1295,COK,TRV,2,0,2,24,4,23966
Air India,1660,COK,TRV,2,0,2,24,4,23966
Air India,1295,COK,TRV,2,0,2,24,4,24176
Air India,1660,COK,TRV,2,0,2,24,4,24176
Air India,1350,COK,TRV,2,0,2,24,4,24538
Air India,835,COK,TRV,2,0,2,24,4,25262
Air India,1350,COK,TRV,2,0,2,24,4,26113
Air India,1350,COK,TRV,2,0,2,24,4,26323
Air India,1295,COK,TRV,2,0,2,24,4,28428
SriLankan,1380,COK,TRV,1,0,2,24,4,32609
Oman Air,1385,COK,TRV,1,0,2,24,4,44926
Air India,835,COK,TRV,2,0,2,24,4,47218
Oman Air,980,COK,TRV,1,0,2,24,4,48732
Air Arabia,1245,COK,TRV,1,0,2,24,4,67994
Air Arabia,1815,COK,TRV,1,0,2,24,4,67994
Emirates,1000,COK,TRV,1,0,2,24,4,71632
Etihad,2080,COK,TRV,1,0,2,24,4,72620
Etihad,640,COK,TRV,1,0,2,24,4,74572
Qatar Airways,965,COK,TRV,1,0,2,24,4,78035
Air Arabia,870,COK,TRV,1,0,2,24,4,82054
Air Arabia,1070,COK,TRV,1,0,2,24,4,82894
Air Arabia,1110,COK,TRV,1,0,2,24,4,83307
IndiGo,50,COK,TRV,0,5,0,29,4,4125
Air India,480,COK,TRV,1,5,0,29,4,8766
Air India,665,COK,TRV,1,5,0,29,4,9165
Air India,730,COK,TRV,1,5,0,29,4,8766
Air India,1460,COK,TRV,1,5,0,29,4,9165
Air India,1210,COK,TRV,1,5,0,29,4,9165
Air India,720,COK,TRV,1,5,0,29,4,9165
Air India,1430,COK,TRV,1,5,0,29,4,9165
Air India,1375,COK,TRV,1,5,0,29,4,9165
Air India,1240,COK,TRV,3,5,0,29,4,13056
Air India,1240,COK,TRV,3,5,0,29,4,13056
Air India,1240,COK,TRV,3,5,0,29,4,13161
Air India,755,COK,TRV,1,5,0,29,4,14631
Air India,1120,COK,TRV,1,5,0,29,4,14631
Air India,565,COK,TRV,1,5,0,29,4,14631
Air India,1640,COK,TRV,1,5,0,29,4,14631
Air India,1315,COK,TRV,1,5,0,29,4,14631
Air India,1680,COK,TRV,1,5,0,29,4,14631
Air India,1180,COK,TRV,3,5,0,29,4,14946
Air India,1125,COK,TRV,3,5,0,29,4,14946
Air India,1180,COK,TRV,3,5,0,29,4,15051
Air India,1180,COK,TRV,3,5,0,29,4,15051
Air India,1125,COK,TRV,3,5,0,29,4,15051
Air India,1125,COK,TRV,3,5,0,29,4,15051
Air India,645,COK,TRV,1,5,0,29,4,15129
Air India,1720,COK,TRV,1,5,0,29,4,15129
Air India,1565,COK,TRV,2,5,0,29,4,16826
