airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
IndiGo,50,COK,TRV,0,0,5,27,4,6527
Air India,665,COK,TRV,1,0,5,27,4,10016
Air India,1430,COK,TRV,1,0,5,27,4,9601
Air India,1375,COK,TRV,1,0,5,27,4,9601
Air India,1460,COK,TRV,1,0,5,27,4,10016
Air India,1210,COK,TRV,1,0,5,27,4,10016
Air India,720,COK,TRV,1,0,5,27,4,10016
Air India,1680,COK,TRV,1,0,5,27,4,15129
Air India,1315,COK,TRV,1,0,5,27,4,15864
Air India,2125,COK,TRV,2,0,5,27,4,17324
Air India,2125,COK,TRV,2,0,5,27,4,17324
Air India,2205,COK,TRV,3,0,5,27,4,17424
Air India,1715,COK,TRV,3,0,5,27,4,17424
Air India,1660,COK,TRV,3,0,5,27,4,17424
Air India,2455,COK,TRV,2,0,5,27,4,17529
Air India,2205,COK,TRV,2,0,5,27,4,17529
Air India,1715,COK,TRV,2,0,5,27,4,17529
Air India,1660,COK,TRV,2,0,5,27,4,17529
Air India,2125,COK,TRV,2,0,5,27,4,17849
Air India,2125,COK,TRV,2,0,5,27,4,17954
Air India,2205,COK,TRV,2,0,5,27,4,18033
Air India,2205,COK,TRV,2,0,5,27,4,18033
Air India,1715,COK,TRV,2,0,5,27,4,18033
Air India,1715,COK,TRV,2,0,5,27,4,18033
Air India,1660,COK,TRV,2,0,5,27,4,18033
Air India,1660,COK,TRV,2,0,5,27,4,18033
Air India,1395,COK,TRV,2,0,5,27,4,18059
Air India,1395,COK,TRV,2,0,5,27,4,18059
Air India,1395,COK,TRV,2,0,5,27,4,18059
Air India,1715,COK,TRV,2,0,5,27,4,18138
Air India,1660,COK,TRV,2,0,5,27,4,18138
Air India,2090,COK,TRV,3,0,5,27,4,18159
Air India,1840,COK,TRV,3,0,5,27,4,18159
Air India,1350,COK,TRV,3,0,5,27,4,18159
Air India,1295,COK,TRV,3,0,5,27,4,18159
Air India,2090,COK,TRV,2,0,5,27,4,18264
Air India,1840,COK,TRV,2,0,5,27,4,18264
Air India,1350,COK,TRV,2,0,5,27,4,18264
Air India,1295,COK,TRV,2,0,5,27,4,18264
Air India,2125,COK,TRV,2,0,5,27,4,18458
Air India,685,COK,TRV,2,0,5,27,4,18479
Air India,1395,COK,TRV,2,0,5,27,4,18584
Air India,1015,COK,TRV,2,0,5,27,4,18663
Air India,2455,COK,TRV,2,0,5,27,4,18663
Air India,765,COK,TRV,2,0,5,27,4,18663
Air India,1660,COK,TRV,2,0,5,27,4,18663
Air India,1660,COK,TRV,2,0,5,27,4,18663
Air India,1660,COK,TRV,2,0,5,27,4,18663
Air India,1660,COK,TRV,2,0,5,27,4,18663
Air India,1660,COK,TRV,2,0,5,27,4,18663
