airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
IndiGo,50,COK,TRV,0,0,0,22,4,5385
Air India,480,COK,TRV,1,0,0,22,4,8766
Air India,720,COK,TRV,1,0,0,22,4,8766
SriLankan,680,COK,TRV,1,0,0,22,4,20609
Air India,1210,COK,TRV,1,0,0,22,4,8766
Air India,1430,COK,TRV,1,0,0,22,4,8766
Air India,730,COK,TRV,1,0,0,22,4,11617
Air India,1460,COK,TRV,1,0,0,22,4,11617
Air India,645,COK,TRV,1,0,0,22,4,15129
Air India,1720,COK,TRV,1,0,0,22,4,15129
Air India,1315,COK,TRV,1,0,0,22,4,16731
Air India,1680,COK,TRV,1,0,0,22,4,16731
Air India,1090,COK,TRV,2,0,0,22,4,17351
Air India,1800,COK,TRV,2,0,0,22,4,17351
Air India,1840,COK,TRV,2,0,0,22,4,17618
Air India,1350,COK,TRV,2,0,0,22,4,17618
Air India,1715,COK,TRV,2,0,0,22,4,17618
Air India,1715,COK,TRV,2,0,0,22,4,17723
Air India,565,COK,TRV,1,0,0,22,4,17933
Air India,1640,COK,TRV,1,0,0,22,4,17933
Air India,1800,COK,TRV,2,0,0,22,4,18065
Air India,1840,COK,TRV,2,0,0,22,4,18227
Air India,1350,COK,TRV,2,0,0,22,4,18227
Air India,1715,COK,TRV,2,0,0,22,4,18227
Air India,1715,COK,TRV,2,0,0,22,4,18227
Air India,1715,COK,TRV,2,0,0,22,4,18227
Air India,665,COK,TRV,1,0,0,22,4,18243
Air India,1375,COK,TRV,1,0,0,22,4,18243
Air India,1530,COK,TRV,3,0,0,22,4,18253
Air India,1530,COK,TRV,3,0,0,22,4,18253
Air India,1530,COK,TRV,3,0,0,22,4,18358
Air India,1530,COK,TRV,3,0,0,22,4,18358
Air India,1530,COK,TRV,3,0,0,22,4,18358
Air India,1530,COK,TRV,3,0,0,22,4,18358
Air India,1715,COK,TRV,3,0,0,22,4,18416
Air India,1090,COK,TRV,2,0,0,22,4,18905
Air India,1715,COK,TRV,3,0,0,22,4,18906
Air India,685,COK,TRV,2,0,0,22,4,18947
Air India,1395,COK,TRV,2,0,0,22,4,18947
Air India,765,COK,TRV,2,0,0,22,4,19288
Air India,1840,COK,TRV,2,0,0,22,4,19288
Air India,1840,COK,TRV,2,0,0,22,4,19288
Air India,1840,COK,TRV,2,0,0,22,4,19288
Air India,1715,COK,TRV,3,0,0,22,4,19319
Air India,1715,COK,TRV,3,0,0,22,4,19461
Air India,765,COK,TRV,2,0,0,22,4,19498
Air India,1090,COK,TRV,2,0,0,22,4,19535
Air India,2125,COK,TRV,2,0,0,22,4,19556
Air India,2125,COK,TRV,2,0,0,22,4,19556
Air India,1350,COK,TRV,2,0,0,22,4,19592
Air India,1350,COK,TRV,2,0,0,22,4,19592
Air India,1715,COK,TRV,2,0,0,22,4,19592
Air India,1715,COK,TRV,2,0,0,22,4,19592
Air India,1395,COK,TRV,2,0,0,22,4,19661
Air India,2125,COK,TRV,2,0,0,22,4,19661
Air India,1550,COK,TRV,3,0,0,22,4,19728
Air India,1550,COK,TRV,3,0,0,22,4,19728
Air India,1350,COK,TRV,2,0,0,22,4,19802
Air India,1715,COK,TRV,2,0,0,22,4,19802
Air India,1550,COK,TRV,3,0,0,22,4,19833
Air India,1395,COK,TRV,2,0,0,22,4,20081
Air India,1395,COK,TRV,2,0,0,22,4,20081
Air India,1395,COK,TRV,2,0,0,22,4,20081
Air India,2125,COK,TRV,2,0,0,22,4,20081
Air India,2125,COK,TRV,2,0,0,22,4,20081
Air India,2125,COK,TRV,2,0,0,22,4,20081
Air India,2125,COK,TRV,2,0,0,22,4,20081
Air India,2125,COK,TRV,2,0,0,22,4,20081
Air India,1010,COK,TRV,2,0,0,22,4,20149
Air India,2090,COK,TRV,2,0,0,22,4,20469
Air India,1350,COK,TRV,2,0,0,22,4,20852
Air India,1715,COK,TRV,2,0,0,22,4,20852
SriLankan,1380,COK,TRV,1,0,0,22,4,21538
Air India,1530,COK,TRV,4,0,0,22,4,21545
Air India,1010,COK,TRV,2,0,0,22,4,21703
Air India,1015,COK,TRV,2,0,0,22,4,21813
Air India,1015,COK,TRV,2,0,0,22,4,22139
Air India,1010,COK,TRV,2,0,0,22,4,22333
Air India,1015,COK,TRV,2,0,0,22,4,22349
Air India,1015,COK,TRV,2,0,0,22,4,22653
