airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
Air India,665,COK,TRV,1,0,6,21,4,9517
Air India,765,COK,TRV,2,0,6,21,4,24149
SriLankan,1380,COK,TRV,1,0,6,21,4,25454
Air India,1375,COK,TRV,1,0,6,21,4,9517
Air India,1210,COK,TRV,1,0,6,21,4,10016
Air India,1920,COK,TRV,1,0,6,21,4,10370
Air India,1460,COK,TRV,1,0,6,21,4,11617
Air India,2170,COK,TRV,1,0,6,21,4,11971
Air India,720,COK,TRV,1,0,6,21,4,12819
Air India,1430,COK,TRV,1,0,6,21,4,12819
Air India,1660,COK,TRV,2,0,6,21,4,19382
Air India,1660,COK,TRV,2,0,6,21,4,19487
Air India,1660,COK,TRV,2,0,6,21,4,19713
Air India,1660,COK,TRV,3,0,6,21,4,19941
Air India,1295,COK,TRV,2,0,6,21,4,20553
Air India,1660,COK,TRV,2,0,6,21,4,20553
Air India,1660,COK,TRV,2,0,6,21,4,20553
Air India,1840,COK,TRV,2,0,6,21,4,21052
Air India,2205,COK,TRV,2,0,6,21,4,21052
Air India,2205,COK,TRV,2,0,6,21,4,21052
Air India,1295,COK,TRV,2,0,6,21,4,21813
Air India,1660,COK,TRV,2,0,6,21,4,21813
Air India,1840,COK,TRV,2,0,6,21,4,22312
Air India,1840,COK,TRV,2,0,6,21,4,22312
Air India,2205,COK,TRV,2,0,6,21,4,22312
Air India,2205,COK,TRV,2,0,6,21,4,22312
Air India,1715,COK,TRV,2,0,6,21,4,22679
Air India,1295,COK,TRV,2,0,6,21,4,23441
Air India,1660,COK,TRV,2,0,6,21,4,23441
Air India,1350,COK,TRV,2,0,6,21,4,23850
Air India,2090,COK,TRV,2,0,6,21,4,23913
Air India,2090,COK,TRV,2,0,6,21,4,23913
Air India,1840,COK,TRV,2,0,6,21,4,23939
Air India,1295,COK,TRV,2,0,6,21,4,25016
Air India,1660,COK,TRV,2,0,6,21,4,25016
Air India,1350,COK,TRV,2,0,6,21,4,25110
Air India,540,COK,TRV,1,0,6,21,4,25498
Air India,765,COK,TRV,2,0,6,21,4,25514
Air India,1015,COK,TRV,2,0,6,21,4,25541
Air India,1015,COK,TRV,2,0,6,21,4,25541
Air India,1015,COK,TRV,2,0,6,21,4,25751
Air India,2090,COK,TRV,2,0,6,21,4,25751
Air India,2090,COK,TRV,2,0,6,21,4,25895
Air India,2090,COK,TRV,2,0,6,21,4,25930
Air India,1350,COK,TRV,2,0,6,21,4,26738
Air India,790,COK,TRV,1,0,6,21,4,27099
Air India,1015,COK,TRV,2,0,6,21,4,27116
Air India,1295,COK,TRV,2,0,6,21,4,27116
Air India,1295,COK,TRV,2,0,6,21,4,27431
Air India,565,COK,TRV,1,0,6,21,4,27630
Air India,1640,COK,TRV,1,0,6,21,4,27630
Air India,800,COK,TRV,2,0,6,21,4,28166
Air India,800,COK,TRV,2,0,6,21,4,28166
Air India,1350,COK,TRV,2,0,6,21,4,28313
Air India,1010,COK,TRV,2,0,6,21,4,33773
Air India,1010,COK,TRV,2,0,6,21,4,35400
Air India,1010,COK,TRV,2,0,6,21,4,35610
Air India,1010,COK,TRV,2,0,6,21,4,36975
Air India,1315,COK,TRV,1,0,6,21,4,39930
Air India,1680,COK,TRV,1,0,6,21,4,39930
