airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
IndiGo,50,COK,TRV,0,0,4,26,4,5910
Air India,665,COK,TRV,1,0,4,26,4,14347
Air India,565,COK,TRV,1,0,4,26,4,14631
Air India,1430,COK,TRV,1,0,4,26,4,10746
Air India,1375,COK,TRV,1,0,4,26,4,10746
Air India,1460,COK,TRV,1,0,4,26,4,14347
Air India,1210,COK,TRV,1,0,4,26,4,14347
Air India,720,COK,TRV,1,0,4,26,4,14347
Air India,1640,COK,TRV,1,0,4,26,4,14631
Air India,1315,COK,TRV,1,0,4,26,4,14631
Air India,1680,COK,TRV,1,0,4,26,4,14631
Air India,2090,COK,TRV,2,0,4,26,4,18663
Air India,2090,COK,TRV,2,0,4,26,4,18663
Air India,1840,COK,TRV,2,0,4,26,4,18663
Air India,1840,COK,TRV,2,0,4,26,4,18663
Air India,1350,COK,TRV,2,0,4,26,4,18663
Air India,1350,COK,TRV,2,0,4,26,4,18663
Air India,1350,COK,TRV,2,0,4,26,4,18663
Air India,1715,COK,TRV,2,0,4,26,4,18663
Air India,1715,COK,TRV,2,0,4,26,4,18663
Air India,1715,COK,TRV,2,0,4,26,4,18663
Air India,1715,COK,TRV,2,0,4,26,4,18663
Air India,1295,COK,TRV,2,0,4,26,4,18663
Air India,1295,COK,TRV,2,0,4,26,4,18663
Air India,1295,COK,TRV,2,0,4,26,4,18663
Air India,1660,COK,TRV,2,0,4,26,4,18663
Air India,1660,COK,TRV,2,0,4,26,4,18663
Air India,1660,COK,TRV,2,0,4,26,4,18663
Air India,1660,COK,TRV,2,0,4,26,4,18663
Air India,1660,COK,TRV,2,0,4,26,4,18663
Air India,1395,COK,TRV,2,0,4,26,4,18710
Air India,1395,COK,TRV,2,0,4,26,4,18710
Air India,1395,COK,TRV,2,0,4,26,4,19235
Air India,1395,COK,TRV,2,0,4,26,4,19235
Air India,1395,COK,TRV,2,0,4,26,4,19235
Air India,2090,COK,TRV,2,0,4,26,4,19503
Air India,2090,COK,TRV,2,0,4,26,4,19503
Air India,2090,COK,TRV,2,0,4,26,4,19503
Air India,1350,COK,TRV,2,0,4,26,4,19503
Air India,1350,COK,TRV,2,0,4,26,4,19503
Air India,1350,COK,TRV,2,0,4,26,4,19503
Air India,1295,COK,TRV,2,0,4,26,4,19503
Air India,1295,COK,TRV,2,0,4,26,4,19503
Air India,1295,COK,TRV,2,0,4,26,4,19503
Air India,1660,COK,TRV,2,0,4,26,4,19503
Air India,1660,COK,TRV,2,0,4,26,4,19503
Air India,1660,COK,TRV,2,0,4,26,4,19503
Air India,1660,COK,TRV,2,0,4,26,4,19503
Air India,1395,COK,TRV,2,0,4,26,4,20474
Air India,1015,COK,TRV,2,0,4,26,4,20763
Air India,1015,COK,TRV,2,0,4,26,4,20973
Air India,2090,COK,TRV,2,0,4,26,4,20973
Air India,765,COK,TRV,2,0,4,26,4,20973
Air India,1010,COK,TRV,2,0,4,26,4,22307
Air India,685,COK,TRV,2,0,4,26,4,22307
Air India,2125,COK,TRV,2,0,4,26,4,22307
Air India,2125,COK,TRV,2,0,4,26,4,22307
Air India,2125,COK,TRV,2,0,4,26,4,22307
Air India,2125,COK,TRV,2,0,4,26,4,22307
Air India,2125,COK,TRV,2,0,4,26,4,22307
Air India,2125,COK,TRV,2,0,4,26,4,22307
Air India,1015,COK,TRV,2,0,4,26,4,22391
Air India,1015,COK,TRV,2,0,4,26,4,22391
Air India,765,COK,TRV,2,0,4,26,4,22391
Air India,1295,COK,TRV,2,0,4,26,4,22391
Air India,2125,COK,TRV,2,0,4,26,4,22832
Air India,1010,COK,TRV,2,0,4,26,4,23441
Air India,1010,COK,TRV,2,0,4,26,4,24071
Air India,1010,COK,TRV,2,0,4,26,4,24281
Air India,1015,COK,TRV,2,0,4,26,4,26066
Air India,765,COK,TRV,2,0,4,26,4,26066
Air India,730,COK,TRV,1,0,4,26,4,28711
Air India,480,COK,TRV,1,0,4,26,4,28711
Air Arabia,1605,COK,TRV,1,0,4,26,4,41802
Air Arabia,1110,COK,TRV,1,0,4,26,4,43062
Oman Air,1385,COK,TRV,1,0,4,26,4,44924
Air Arabia,1210,COK,TRV,1,0,4,26,4,47425
Etihad,1375,COK,TRV,1,0,4,26,4,48381
Air Arabia,715,COK,TRV,1,0,4,26,4,48680
Oman Air,880,COK,TRV,1,0,4,26,4,48730
Air India,650,COK,TRV,2,0,4,26,4,53492
Etihad,980,COK,TRV,1,0,4,26,4,53998
Air Arabia,1585,COK,TRV,1,0,4,26,4,61479
Singapore Airlines,1395,COK,TRV,1,0,4,26,4,70983
Air India,865,COK,TRV,2,0,4,26,4,73992
Qatar Airways,965,COK,TRV,1,0,4,26,4,81687
IndiGo,2020,COK,TRV,1,0,4,26,4,94166
Emirates,1000,COK,TRV,1,0,4,26,4,105341
IndiGo,50,COK,TRV,0,5,2,1,5,3968
Air India,720,COK,TRV,1,5,2,1,5,10667
Air India,440,COK,TRV,1,5,2,1,5,11796
Air India,565,COK,TRV,1,5,2,1,5,14631
Air India,685,COK,TRV,2,5,2,1,5,17876
Air India,1460,COK,TRV,1,5,2,1,5,10016
Air India,1430,COK,TRV,1,5,2,1,5,10252
Air India,730,COK,TRV,1,5,2,1,5,10746
Air India,1170,COK,TRV,1,5,2,1,5,11066
Air India,1240,COK,TRV,3,5,2,1,5,14468
Air India,1240,COK,TRV,3,5,2,1,5,14468
Air India,1240,COK,TRV,3,5,2,1,5,14573
Air India,1240,COK,TRV,3,5,2,1,5,14573
Air India,1120,COK,TRV,1,5,2,1,5,14631
Air India,1680,COK,TRV,1,5,2,1,5,15366
Air India,755,COK,TRV,1,5,2,1,5,16101
Air India,1640,COK,TRV,1,5,2,1,5,16101
Air India,1315,COK,TRV,1,5,2,1,5,16101
Air India,1150,COK,TRV,3,5,2,1,5,16547
Air India,1150,COK,TRV,3,5,2,1,5,16547
Air India,1150,COK,TRV,3,5,2,1,5,16652
Air India,1150,COK,TRV,3,5,2,1,5,16652
Air India,1720,COK,TRV,2,5,2,1,5,17456
Air India,1395,COK,TRV,2,5,2,1,5,17456
Air India,1565,COK,TRV,2,5,2,1,5,17876
Air India,1010,COK,TRV,2,5,2,1,5,17876
Air India,1015,COK,TRV,2,5,2,1,5,17928
Air India,1720,COK,TRV,2,5,2,1,5,17981
Air India,1720,COK,TRV,2,5,2,1,5,17981
Air India,1720,COK,TRV,2,5,2,1,5,17981
Air India,1720,COK,TRV,2,5,2,1,5,17981
Air India,1395,COK,TRV,2,5,2,1,5,17981
Air India,1395,COK,TRV,2,5,2,1,5,17981
Air India,1150,COK,TRV,4,5,2,1,5,18358
Air India,1565,COK,TRV,2,5,2,1,5,18401
Air India,1565,COK,TRV,2,5,2,1,5,18401
Air India,1010,COK,TRV,2,5,2,1,5,18401
Air India,1010,COK,TRV,2,5,2,1,5,18401
Air India,1395,COK,TRV,2,5,2,1,5,18590
Air India,1015,COK,TRV,2,5,2,1,5,18663
Air India,1715,COK,TRV,2,5,2,1,5,18810
Air India,1525,COK,TRV,3,5,2,1,5,18920
Air India,1525,COK,TRV,3,5,2,1,5,18920
Air India,1455,COK,TRV,3,5,2,1,5,18936
Air India,725,COK,TRV,2,5,2,1,5,18978
Air India,1010,COK,TRV,2,5,2,1,5,19115
Air India,1525,COK,TRV,3,5,2,1,5,19219
Air India,1525,COK,TRV,3,5,2,1,5,19219
Air India,1525,COK,TRV,3,5,2,1,5,19219
Air India,1525,COK,TRV,3,5,2,1,5,19219
Air India,1015,COK,TRV,2,5,2,1,5,19293
Air India,1015,COK,TRV,2,5,2,1,5,19293
Air India,1015,COK,TRV,2,5,2,1,5,19293
Air India,1715,COK,TRV,2,5,2,1,5,19314
Air India,1715,COK,TRV,2,5,2,1,5,19314
Air India,1715,COK,TRV,2,5,2,1,5,19314
Air India,1395,COK,TRV,2,5,2,1,5,19325
Air India,2090,COK,TRV,2,5,2,1,5,19398
Air India,2090,COK,TRV,2,5,2,1,5,19398
